BioTIME,parsed,class,phylum,common
Family Bibonidae,Family,NA,NA,NA
Family Braconidae,Family,NA,NA,NA
Family Calliopiidae,Family,NA,NA,NA
Family Canaceidae,Family,NA,NA,NA
Family Cecidomyiidae,Family,NA,NA,NA
Family Ceratopogonidae,Family,NA,NA,NA
Family Chironomidae,Family,NA,NA,NA
Family Cicadellidae,Family,NA,NA,NA
Family Corixidae,Family,NA,NA,NA
Family Culicidae,Family,NA,NA,NA
Family Cynipidae,Family,NA,NA,NA
Family Cypridae,Family,NA,NA,NA
Family Cyprididae,Family,NA,NA,NA
Family Dixidae,Family,NA,NA,NA
Family Dytiscidae,Family,NA,NA,NA
Family Ectinosomatidae,Family,NA,NA,NA
Family Ectinosomidae,Family,NA,NA,NA
Family Empididae,Family,NA,NA,NA
Family Ephemeridae,Family,NA,NA,NA
Family Formicidae,Family,NA,NA,NA
Family Gracillariidae,Family,NA,NA,NA
Family Halocyprididae,Family,NA,NA,NA
Family Hemerobiidae,Family,NA,NA,NA
Family Heptageniidae,Family,NA,NA,NA
Family Hydropsychidae,Family,NA,NA,NA
Family Ichneumonidae,Family,NA,NA,NA
Family Limnephilidae,Family,NA,NA,NA
Family Lysianassidae,Family,NA,NA,NA
Family Macrocyprididae,Family,NA,NA,NA
Family Milichiidae,Family,NA,NA,NA
Family Miridae,Family,NA,NA,NA
Family Muscidae,Family,NA,NA,NA
Family Mycetophilidae,Family,NA,NA,NA
Family Orthocladiinae,Family,NA,NA,NA
Family Pachyneuridae,Family,NA,NA,NA
Family Paguridae,Family,NA,NA,NA
Family Perlodidae,Family,NA,NA,NA
Family Phoridae,Family,NA,NA,NA
Family Psyllidae,Family,NA,NA,NA
Family Scatophagidae,Family,NA,NA,NA
Family Sciaridae,Family,NA,NA,NA
Family Simuliidae,Family,NA,NA,NA
Family Staphylinidae,Family,NA,NA,NA
Family Tipulidae,Family,NA,NA,NA
Faradaya splendida,Faradaya splendida,Magnoliopsida,Tracheophyta,vascular plants
Faramea calyptrata,Faramea calyptrata,Magnoliopsida,Tracheophyta,vascular plants
Faramea coffeoides,Faramea coffeoides,Magnoliopsida,Tracheophyta,vascular plants
Faramea luteovirens,Faramea luteovirens,Magnoliopsida,Tracheophyta,vascular plants
Faramea montevidensis,Faramea montevidensis,Magnoliopsida,Tracheophyta,vascular plants
Faramea multiflora,Faramea multiflora,Magnoliopsida,Tracheophyta,vascular plants
Faramea oblongifolia,Faramea oblongifolia,Magnoliopsida,Tracheophyta,vascular plants
Faramea occidentalis,Faramea occidentalis,Magnoliopsida,Tracheophyta,vascular plants
Faramea sp4,Faramea,Magnoliopsida,Tracheophyta,vascular plants
Faramea sp5,Faramea,Magnoliopsida,Tracheophyta,vascular plants
Farciminaria aculeata,Farciminaria aculeata,Gymnolaemata,Bryozoa,NA
Farciminellum hexagonum,Farciminellum hexagonum,Gymnolaemata,Bryozoa,NA
Farfantepenaeus,Farfantepenaeus,Malacostraca,Arthropoda,NA
Farfantepenaeus aztecus,Farfantepenaeus aztecus,Malacostraca,Arthropoda,NA
Farfantepenaeus brasiliensis,Farfantepenaeus brasiliensis,Malacostraca,Arthropoda,NA
Farfantepenaeus duorarum,Farfantepenaeus duorarum,Malacostraca,Arthropoda,NA
Farfantepenaeus notialis,Farfantepenaeus notialis,Malacostraca,Arthropoda,NA
Farfantepenaeus paulensis,Farfantepenaeus paulensis,Malacostraca,Arthropoda,NA
Farfantepenaeus subtilis,Farfantepenaeus subtilis,Malacostraca,Arthropoda,NA
Fargoa,Fargoa,Gastropoda,Mollusca,NA
Fargoa bartschi,Fargoa bartschi,Gastropoda,Mollusca,NA
Fargoa bushiana,Fargoa bushiana,Gastropoda,Mollusca,NA
Fargoa gibbosa,Fargoa gibbosa,Gastropoda,Mollusca,NA
Farlowella amazona,Farlowella amazona,Actinopterygii,Chordata,fishes
Farrania frigida,Farrania frigida,Hexanauplia,Arthropoda,NA
Farranula carinata,Farranula carinata,Hexanauplia,Arthropoda,NA
Farranula concinna,Farranula concinna,Hexanauplia,Arthropoda,NA
Farranula curta,Farranula curta,Hexanauplia,Arthropoda,NA
Farranula gibbula,Farranula gibbula,Hexanauplia,Arthropoda,NA
Farranula gracilis,Farranula gracilis,Hexanauplia,Arthropoda,NA
Farranula rostrata,Farranula rostrata,Hexanauplia,Arthropoda,NA
Farranula sp,Farranula,Hexanauplia,Arthropoda,NA
Farrella repens,Farrella repens,Gymnolaemata,Bryozoa,NA
Fascaplysinopsis reticulata,Fascaplysinopsis reticulata,Demospongiae,Porifera,NA
Fascaplysinopsis sp1,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp10,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp2,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp3,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp4,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp5,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp6,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp7,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp8,Fascaplysinopsis,Demospongiae,Porifera,NA
Fascaplysinopsis sp9,Fascaplysinopsis,Demospongiae,Porifera,NA
Fasciculipora mamillata,Fasciculipora mamillata,Stenolaemata,Bryozoa,NA
Fasciculipora ramosa,Fasciculipora ramosa,Stenolaemata,Bryozoa,NA
Fasciolaria,Fasciolaria,Gastropoda,Mollusca,NA
Fasciolaria hunteria,Fasciolaria hunteria,Gastropoda,Mollusca,NA
Fasciolaria lilium,Fasciolaria lilium,Gastropoda,Mollusca,NA
Fasciolaria sp,Fasciolaria,Gastropoda,Mollusca,NA
Fasciolaria tulipa,Fasciolaria tulipa,Gastropoda,Mollusca,NA
Fasciolariidae,Fasciolariidae,Gastropoda,Mollusca,NA
Fasciolella physonema,Fasciolella physonema,Actinopterygii,Chordata,fishes
Fauchea laciniata,Fauchea laciniata,Florideophyceae,Rhodophyta,NA
Fauchea sp,Fauchea,Florideophyceae,Rhodophyta,NA
Faunis canens,Faunis canens,Insecta,Arthropoda,NA
Faunis eumeus,Faunis eumeus,Insecta,Arthropoda,NA
Fauveliopsidae,Fauveliopsidae,Polychaeta,NA,NA
Fauveliopsis,Fauveliopsis,Polychaeta,NA,NA
Fauveliopsis glabra,Fauveliopsis glabra,Polychaeta,NA,NA
Fauveliopsis sp1,Fauveliopsis,Polychaeta,NA,NA
Fauveliopsis sp121,Fauveliopsis,Polychaeta,NA,NA
Fauveliopsis spA,Fauveliopsis,Polychaeta,NA,NA
Favartia cellulosa,Favartia cellulosa,Gastropoda,Mollusca,NA
Favella,Favella,NA,NA,NA
Favella ehrenbergi,Favella ehrenbergi,Oligotrichea,Ciliophora,NA
Favella sp,Favella,NA,NA,NA
Favia,Favia,Anthozoa,Cnidaria,NA
Favia danae,Favia danae,Anthozoa,Cnidaria,NA
Favia favus,Favia favus,Anthozoa,Cnidaria,NA
Favia matthaii,Favia matthaii,Anthozoa,Cnidaria,NA
Favia pallida,Favia pallida,Anthozoa,Cnidaria,NA
Favia sp,Favia,Anthozoa,Cnidaria,NA
Favia stelligera,Favia stelligera,Anthozoa,Cnidaria,NA
Favites,Favites,Anthozoa,Cnidaria,NA
Favites abdita,Favites abdita,Anthozoa,Cnidaria,NA
Favites acutollis,Favites acutollis,Anthozoa,Cnidaria,NA
Favites chinensis,Favites chinensis,Anthozoa,Cnidaria,NA
Favites complanata,Favites complanata,Anthozoa,Cnidaria,NA
Favites flexuosa,Favites flexuosa,Anthozoa,Cnidaria,NA
Favites halicora,Favites halicora,Anthozoa,Cnidaria,NA
Favites magnistellata,Favites magnistellata,Anthozoa,Cnidaria,NA
Favites pentagona,Favites pentagona,Anthozoa,Cnidaria,NA
Favites pentagonia,Favites pentagonia,Anthozoa,Cnidaria,NA
Favites rotundata,Favites rotundata,Anthozoa,Cnidaria,NA
Favites sp,Favites,Anthozoa,Cnidaria,NA
Favites stylifera,Favites stylifera,Anthozoa,Cnidaria,NA
Favites valenciennesi,Favites valenciennesi,Anthozoa,Cnidaria,NA
Favonigobius lateralis,Favonigobius lateralis,Actinopterygii,Chordata,fishes
Favonius korshunovi,Favonius korshunovi,Insecta,Arthropoda,NA
Favonius taxila,Favonius taxila,Insecta,Arthropoda,NA
Favorinidae,Favorinidae,Gastropoda,Mollusca,NA
Favorinus blianus,Favorinus blianus,Gastropoda,Mollusca,NA
Favorinus branchialis,Favorinus branchialis,Gastropoda,Mollusca,NA
Favorinus tsuruganus,Favorinus tsuruganus,Gastropoda,Mollusca,NA
Favosipora candida,Favosipora candida,Stenolaemata,Bryozoa,NA
FEHA,NA,NA,NA,NA
Felaniella sowerbyi,Felaniella sowerbyi,Bivalvia,Mollusca,NA
Felenaria maculata,Felenaria maculata,NA,NA,NA
Fellaster zelandiae,Fellaster zelandiae,Echinoidea,Echinodermata,NA
Fellia bicornis,Fellia bicornis,Ostracoda,Arthropoda,NA
Fellia cornuta,Fellia cornuta,Ostracoda,Arthropoda,NA
Feltia herilis,Feltia herilis,Insecta,Arthropoda,NA
Fenestraja plutonia,Fenestraja plutonia,Elasmobranchii,Chordata,fishes
Fenestrulina catastictos,Fenestrulina catastictos,Gymnolaemata,Bryozoa,NA
Fenestrulina disjuncta,Fenestrulina disjuncta,Gymnolaemata,Bryozoa,NA
Fenestrulina gelasinoides,Fenestrulina gelasinoides,Gymnolaemata,Bryozoa,NA
Fenestrulina incompta,Fenestrulina incompta,Gymnolaemata,Bryozoa,NA
Fenestrulina malusii,Fenestrulina malusii,Gymnolaemata,Bryozoa,NA
Fenestrulina multicava,Fenestrulina multicava,Gymnolaemata,Bryozoa,NA
Fenestrulina personata,Fenestrulina personata,Gymnolaemata,Bryozoa,NA
Fenestrulina reticulata,Fenestrulina reticulata,Gymnolaemata,Bryozoa,NA
Fenestrulina sp,Fenestrulina,Gymnolaemata,Bryozoa,NA
Fenestrulina specca,Fenestrulina specca,Gymnolaemata,Bryozoa,NA
Fenestrulina thyreophora,Fenestrulina thyreophora,Gymnolaemata,Bryozoa,NA
Fenestrulina variabilis,Fenestrulina variabilis,Gymnolaemata,Bryozoa,NA
Fenestulipora cassiformis,Fenestulipora cassiformis,Stenolaemata,Bryozoa,NA
Feralia comstocki,Feralia comstocki,Insecta,Arthropoda,NA
Feralia deceptiva,Feralia deceptiva,Insecta,Arthropoda,NA
Feresa attenuata,Feresa attenuata,Mammalia,Chordata,mammals
Ferosagitta ferox,Ferosagitta ferox,Sagittoidea,Chaetognatha,NA
Ferosagitta hispida,Ferosagitta hispida,Sagittoidea,Chaetognatha,NA
Ferosagitta robusta,Ferosagitta robusta,Sagittoidea,Chaetognatha,NA
Feroxodon multistriatus,Feroxodon multistriatus,Actinopterygii,Chordata,fishes
Ferrissia,Ferrissia,Gastropoda,Mollusca,NA
Ferrissia parallela,Ferrissia parallela,Gastropoda,Mollusca,NA
Festuca arizonica,Festuca arizonica,Liliopsida,Tracheophyta,vascular plants
Festuca arundinacea,Festuca arundinacea,Liliopsida,Tracheophyta,vascular plants
Festuca baffinensis,Festuca baffinensis,Liliopsida,Tracheophyta,vascular plants
Festuca brunnescens,Festuca brunnescens,Liliopsida,Tracheophyta,vascular plants
Festuca halleri,Festuca halleri,Liliopsida,Tracheophyta,vascular plants
Festucalex cinctus,Festucalex cinctus,Actinopterygii,Chordata,fishes
Festucalex gibbsi,Festucalex gibbsi,Actinopterygii,Chordata,fishes
Festuca octoflora,Festuca octoflora,Liliopsida,Tracheophyta,vascular plants
Festuca ovina,Festuca ovina,Liliopsida,Tracheophyta,vascular plants
Festuca pratensis,Festuca pratensis,Liliopsida,Tracheophyta,vascular plants
Festuca pulchella,Festuca pulchella,Liliopsida,Tracheophyta,vascular plants
Festuca quadriflora,Festuca quadriflora,Liliopsida,Tracheophyta,vascular plants
Festuca richardsonii,Festuca richardsonii,Liliopsida,Tracheophyta,vascular plants
Festuca rubra,Festuca rubra,Liliopsida,Tracheophyta,vascular plants
Festuca rupicola,Festuca rupicola,Liliopsida,Tracheophyta,vascular plants
Festuca scabra,Festuca scabra,Liliopsida,Tracheophyta,vascular plants
Festuca sciurea,Festuca sciurea,Liliopsida,Tracheophyta,vascular plants
Festuca sp,Festuca,Liliopsida,Tracheophyta,vascular plants
Festuca varia,Festuca varia,Liliopsida,Tracheophyta,vascular plants
Festuca violacea,Festuca violacea,Liliopsida,Tracheophyta,vascular plants
Festuca vivipara,Festuca vivipara,Liliopsida,Tracheophyta,vascular plants
Fibrocapsa japonica,Fibrocapsa japonica,Raphidophyceae,Ochrophyta,NA
Fibrocapsa sp,Fibrocapsa,Raphidophyceae,Ochrophyta,NA
Fibularia sp1,Fibularia,Echinoidea,Echinodermata,NA
Ficedula albicilla,Ficedula albicilla,Aves,Chordata,birds
Ficedula albicollis,Ficedula albicollis,Aves,Chordata,birds
Ficedula hypoleuca,Ficedula hypoleuca,Aves,Chordata,birds
Ficedula mugimaki,Ficedula mugimaki,Aves,Chordata,birds
Ficedula narcissina,Ficedula narcissina,Aves,Chordata,birds
Ficedula parva,Ficedula parva,Aves,Chordata,birds
Ficinia anceps,Ficinia anceps,Liliopsida,Tracheophyta,vascular plants
Ficinia brevifolia,Ficinia brevifolia,Liliopsida,Tracheophyta,vascular plants
Ficinia bulbosa,Ficinia bulbosa,Liliopsida,Tracheophyta,vascular plants
Ficinia capitella,Ficinia capitella,Liliopsida,Tracheophyta,vascular plants
Ficinia deusta,Ficinia deusta,Liliopsida,Tracheophyta,vascular plants
Ficinia ecklonea,Ficinia ecklonea,Liliopsida,Tracheophyta,vascular plants
Ficinia indica,Ficinia indica,Liliopsida,Tracheophyta,vascular plants
Ficinia nigrescens,Ficinia nigrescens,Liliopsida,Tracheophyta,vascular plants
Ficinia nodosa,Ficinia nodosa,Liliopsida,Tracheophyta,vascular plants
